name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
ho chi minh,2022-12-04T17:00:00,27.9,31.1,23.1,75.18,0.1,52.4,rain,0,0,23.8,11.5,116.9,1008,96,24.1,152,0.5,2,30,"Rain, Overcast",rain,
ho chi minh,2022-12-04T18:00:00,26.6,26.6,22.9,80.16,0,52.4,rain,0,0,20.2,9.4,112.9,1008,99.5,24.1,9,0,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-04T19:00:00,26.2,26.2,22.9,82.08,0,52.4,rain,0,0,16.2,8.3,114.5,1009,100,24.1,0,,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-04T20:00:00,25.6,25.6,22.7,84.02,0.1,9.5,rain,0,0,14,7.9,118.6,1010,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-04T21:00:00,25.1,25.1,22.6,86.04,0.1,9.5,rain,0,0,12.2,7.6,124.9,1010,100,11.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-04T22:00:00,24.9,24.9,22.6,87.07,0.2,9.5,rain,0,0,8.6,6.1,131,1011,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-04T23:00:00,24.8,24.8,22.5,87.06,0,9.5,,0,0,7.6,5.4,125.5,1010,55.8,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-05T00:00:00,24.6,24.6,22.4,87.57,0,9.5,,0,0,5.8,5,97.4,1010,84.4,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-05T01:00:00,24.4,24.4,22.4,88.63,0,9.5,,0,0,7.2,5.4,80.8,1010,92,24.1,0,,0,3,Overcast,cloudy,
ho chi minh,2022-12-05T02:00:00,24.2,24.2,22.4,89.7,0,4.8,,0,0,7.2,5.4,69.3,1009,96.2,24.1,0,,0,3,Overcast,cloudy,
ho chi minh,2022-12-05T03:00:00,24.2,24.2,22.5,90.24,0,4.8,,0,0,6.8,5.4,44.2,1009,79.9,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-05T04:00:00,24.1,24.1,22.7,91.9,0,4.8,,0,0,7.2,5,27.7,1009,96.9,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-05T05:00:00,24,24,22.7,92.45,0,4.8,,0,0,7.9,5.8,23.6,1009,28.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-05T06:00:00,23.8,23.8,22.7,93.57,0,4.8,,0,0,9,6.1,16,1010,5.8,24.1,0,,0,10,Clear,clear-day,
ho chi minh,2022-12-05T07:00:00,24.8,24.8,22.9,89.2,0,4.8,,0,0,10.1,5.8,6.5,1011,58.8,24.1,66,0.2,1,10,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-05T08:00:00,26.2,26.2,23,82.58,0,0,,0,0,9,6.5,8.5,1011,94.4,24.1,251,0.9,3,10,Overcast,cloudy,
ho chi minh,2022-12-05T09:00:00,27.6,30.6,23.1,76.51,0,0,,0,0,7.9,6.8,6.2,1012,100,24.1,409,1.5,4,10,Overcast,cloudy,
ho chi minh,2022-12-05T10:00:00,28.2,31.4,22.9,72.99,0,0,,0,0,6.8,6.5,355.9,1011,100,24.1,391,1.4,4,10,Overcast,cloudy,
ho chi minh,2022-12-05T11:00:00,30.1,34.1,22.9,65.39,0,0,,0,0,5.8,5.8,2.7,1011,100,24.1,664,2.4,7,30,Overcast,cloudy,
ho chi minh,2022-12-05T12:00:00,31,35,22.6,60.99,0,0,,0,0,8.6,6.1,7.2,1010,100,24.1,707,2.5,7,30,Overcast,cloudy,
ho chi minh,2022-12-05T13:00:00,30.1,33.6,22.3,63.05,0,0,,0,0,6.1,7.2,6.1,1008,100,24.1,367,1.3,4,10,Overcast,cloudy,
ho chi minh,2022-12-05T14:00:00,29.9,33.4,22.4,64.17,0,66.7,rain,0,0,4.7,6.1,10,1007,100,24.1,305,1.1,3,30,"Rain, Overcast",rain,
ho chi minh,2022-12-05T15:00:00,29.8,33.5,22.7,65.73,0,66.7,rain,0,0,2.9,3.6,351,1007,100,24.1,232,0.8,2,30,"Rain, Overcast",rain,
ho chi minh,2022-12-05T16:00:00,29.8,33.6,22.8,66.13,0,66.7,rain,0,0,1.4,2.5,219.1,1007,86.4,24.1,227,0.8,2,30,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-05T17:00:00,28.6,32.1,23,71.74,0.2,66.7,rain,0,0,5.8,5.4,188.5,1008,96.3,24.1,136,0.5,1,30,"Rain, Overcast",rain,
ho chi minh,2022-12-05T18:00:00,26.9,29.3,22.9,78.76,0,66.7,rain,0,0,10.8,6.8,189.7,1008,35,24.1,9,0,0,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-05T19:00:00,25.6,25.6,22.9,85.05,0.5,66.7,rain,0,0,10.8,6.5,177.8,1009,100,11.9,0,,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-05T20:00:00,24.9,24.9,23.2,90.29,0.6,57.1,rain,0,0,9.4,6.1,153.9,1010,98.9,24.1,0,,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-05T21:00:00,24.8,24.8,23.2,90.83,0.4,57.1,rain,0,0,7.2,5.4,145.2,1010,99.9,24.1,0,,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-05T22:00:00,25,25,23.2,89.76,0,57.1,rain,0,0,6.8,5,139.6,1010,100,23.8,0,,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-05T23:00:00,24.9,24.9,23.1,89.75,0.1,57.1,rain,0,0,3.6,2.9,151.5,1010,100,24.1,0,,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-06T00:00:00,24.9,24.9,23,89.21,0,57.1,rain,0,0,2.5,2.2,138.1,1010,100,24.1,0,,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-06T01:00:00,24.7,24.7,22.9,89.73,0,57.1,rain,0,0,2.2,2.2,66.5,1009,100,24.1,0,,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-06T02:00:00,24.5,24.5,22.9,90.81,0,9.5,,0,0,5,5,54.3,1009,98.4,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-06T03:00:00,24.2,24.2,22.9,92.46,0,9.5,,0,0,9.4,6.1,27.1,1008,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-06T04:00:00,24,24,22.9,93.58,0,9.5,,0,0,12.2,6.8,13.8,1008,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-06T05:00:00,23.9,23.9,22.8,93.57,0,9.5,,0,0,14.4,7.2,0.7,1009,23.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-06T06:00:00,23.6,23.6,22.7,94.7,0,9.5,,0,0,14.8,6.8,352.4,1009,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-06T07:00:00,24.2,24.2,23,93.02,0,9.5,,0,0,12.2,6.1,347.1,1010,100,24.1,28,0.1,0,10,Overcast,cloudy,
ho chi minh,2022-12-06T08:00:00,25.7,25.7,23.2,86.09,0,0,,0,0,8.6,6.1,348.4,1011,91.5,24.1,206,0.7,2,10,Overcast,cloudy,
ho chi minh,2022-12-06T09:00:00,27.7,30.9,23.4,77.46,0,0,,0,0,5,4,335.2,1011,32.5,24.1,457,1.6,5,10,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-06T10:00:00,29.7,34,23.4,68.97,0,0,,0,0,4.3,4.3,314.4,1010,17.1,24.1,665,2.4,7,30,Clear,clear-day,
ho chi minh,2022-12-06T11:00:00,31.5,36.1,23.1,61.1,0,0,,0,0,4,4,308.9,1010,54.2,24.1,795,2.9,8,30,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-06T12:00:00,32.5,36.7,22.4,55.34,0,0,,0,0,8.6,4,335.2,1008,34.5,24.1,819,2.9,8,10,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-06T13:00:00,33,36.5,21.6,51.24,0.1,0,rain,0,0,10.4,5.4,9.7,1007,67.9,24.1,787,2.8,8,10,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-06T14:00:00,32.6,35.7,21.2,51.13,0,47.6,rain,0,0,10.1,4.3,18.5,1006,84.1,24.1,487,1.8,5,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-06T15:00:00,31.8,35.5,22.1,56.53,0,47.6,rain,0,0,4.7,0.4,169.2,1006,100,19.5,277,1,3,30,"Rain, Overcast",rain,
ho chi minh,2022-12-06T16:00:00,30,33.8,22.7,64.98,0.1,47.6,rain,0,0,8.3,7.2,167.3,1006,100,24.1,150,0.5,2,30,"Rain, Overcast",rain,
ho chi minh,2022-12-06T17:00:00,27.6,30.4,22.8,75.13,0.1,47.6,rain,0,0,19.1,12.6,160.8,1007,97.9,23.8,109,0.4,1,10,"Rain, Overcast",rain,
ho chi minh,2022-12-06T18:00:00,26.1,26.1,22.7,81.57,0.2,47.6,rain,0,0,18.7,9.4,161,1007,70.4,23.1,10,0,0,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-06T19:00:00,25.9,25.9,23,84.06,0.2,47.6,rain,0,0,11.9,7.2,152.8,1008,45,24.1,0,,0,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-06T20:00:00,25.8,25.8,22.9,84.05,0,33.3,,0,0,8.6,6.1,140.7,1009,49,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-06T21:00:00,25.8,25.8,22.9,84.05,0,33.3,,0,0,5.4,4.7,151.9,1009,96.3,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-06T22:00:00,25.7,25.7,22.8,84.03,0,33.3,,0,0,4,3.6,154.7,1009,99.3,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-06T23:00:00,25.5,25.5,22.7,84.52,0,33.3,,0,0,3.6,3.6,138.3,1008,51.1,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-07T00:00:00,25.2,25.2,22.7,86.05,0.1,33.3,rain,0,0,3.2,2.9,92.7,1008,95.6,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T01:00:00,25.1,25.1,22.7,86.56,0,33.3,,0,0,6.1,5,38.8,1008,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T02:00:00,24.8,24.8,22.8,88.66,0,14.3,,0,0,7.6,5.8,20.7,1007,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T03:00:00,24.6,24.6,22.8,89.73,0,14.3,,0,0,9,5.8,23.6,1007,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T04:00:00,24.4,24.4,22.8,90.81,0,14.3,,0,0,10.1,6.5,14.1,1007,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T05:00:00,24.3,24.3,22.8,91.35,0,14.3,,0,0,11.2,6.5,0.2,1008,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T06:00:00,24.1,24.1,22.7,91.9,0,14.3,,0,0,9.7,6.1,356.9,1008,97.7,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T07:00:00,25,25,22.8,87.61,0,14.3,,0,0,9.4,6.1,355.4,1009,77.2,24.1,62,0.2,1,10,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-07T08:00:00,26.7,26.7,22.9,79.69,0,14.3,,0,0,7.2,5.4,10.9,1010,58.4,24.1,276,1,3,10,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-07T09:00:00,28.7,32.3,23.1,71.76,0.1,14.3,rain,0,0,5.4,4.7,7.8,1010,11.9,24.1,492,1.8,5,10,Clear,clear-day,
ho chi minh,2022-12-07T10:00:00,30.6,34.9,23.1,64.32,0,14.3,,0,0,5.8,4.7,11.7,1010,45.7,24.1,670,2.4,7,30,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-07T11:00:00,32,36.6,22.9,58.68,0.2,14.3,rain,0,0,9.7,4.3,45.3,1009,67.6,13,791,2.8,8,30,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-07T12:00:00,32.2,36.2,22.3,55.94,0.4,14.3,rain,0,0,14.4,6.8,59.6,1008,54.7,14.3,841,3,8,30,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-07T13:00:00,32.1,35.9,22.1,55.58,0.5,14.3,rain,0,0,15.8,7.6,52.7,1007,52.3,15.1,760,2.7,8,30,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-07T14:00:00,31.8,35.4,22,56.19,0.5,66.7,rain,0,0,13,4.7,71.5,1005,96.5,13.3,527,1.9,5,10,"Rain, Overcast",rain,
ho chi minh,2022-12-07T15:00:00,29.6,33.5,23,67.71,0.5,66.7,rain,0,0,10.1,5.4,150.1,1005,96,13.5,173,0.6,2,30,"Rain, Overcast",rain,
ho chi minh,2022-12-07T16:00:00,27.4,30.3,23.3,78.36,0.8,66.7,rain,0,0,11.9,6.8,161.1,1006,87,20.2,44,0.2,0,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-07T17:00:00,27.2,30.1,23.5,80.24,0.2,66.7,rain,0,0,7.2,4.3,174.7,1006,52.5,24.1,39,0.1,0,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-07T18:00:00,26.5,26.5,23.3,82.61,0.2,66.7,rain,0,0,7.9,5.4,137.4,1007,71.8,24.1,10,0,0,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-07T19:00:00,26,26,23.2,84.58,0,66.7,rain,0,0,11.2,6.5,131.3,1008,85.4,24.1,0,,0,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-07T20:00:00,25.4,25.4,22.9,86.07,0,42.9,,0,0,14,7.6,131.1,1008,95.6,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T21:00:00,25.1,25.1,22.6,86.04,0,42.9,,0,0,9,6.5,119.6,1008,61.7,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-07T22:00:00,24.9,24.9,22.4,86.02,0,42.9,,0,0,7.2,5,93.8,1008,95.2,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-07T23:00:00,24.7,24.7,22.4,87.05,0,42.9,,0,0,5,4.7,66.7,1008,98.5,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T00:00:00,24.6,24.6,22.4,87.57,0,42.9,,0,0,4.3,3.6,35.7,1008,97.7,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T01:00:00,24.4,24.4,22.3,88.09,0,42.9,,0,0,4,3.2,13.6,1008,93.2,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T02:00:00,24.3,24.3,22.3,88.62,0,4.8,,0,0,4.3,3.6,359.6,1007,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T03:00:00,24.1,24.1,22.2,89.14,0,4.8,,0,0,4.7,4,349.3,1007,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T04:00:00,23.9,23.9,22.1,89.67,0,4.8,,0,0,6.1,4.7,339.1,1007,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T05:00:00,23.9,23.9,22,89.13,0,4.8,,0,0,5.4,4.3,342,1008,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T06:00:00,24.1,24.1,21.9,87.53,0,4.8,,0,0,4.3,4,352.5,1008,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T07:00:00,24.6,24.6,22,85.46,0,4.8,,0,0,4.3,3.2,8.1,1009,100,24.1,21,0.1,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T08:00:00,25.6,25.6,22,80.52,0,9.5,,0,0,2.9,2.2,29.3,1010,100,24.1,128,0.5,1,10,Overcast,cloudy,
ho chi minh,2022-12-08T09:00:00,26.9,29,22.2,75.48,0,9.5,,0,0,1.8,1.4,46.6,1010,100,24.1,279,1,3,10,Overcast,cloudy,
ho chi minh,2022-12-08T10:00:00,28.3,31.2,22.3,69.97,0,9.5,,0,0,1.4,0.4,350.2,1010,100,24.1,411,1.5,4,10,Overcast,cloudy,
ho chi minh,2022-12-08T11:00:00,30.7,34.4,22.4,61.29,0,9.5,,0,0,2.5,1.4,252.8,1009,91.5,24.1,732,2.6,7,10,Overcast,cloudy,
ho chi minh,2022-12-08T12:00:00,32,35.6,21.9,55.21,0,9.5,,0,0,8.6,1.1,21.3,1008,73.8,24.1,807,2.9,8,10,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-08T13:00:00,32.6,35.5,21,50.51,0,9.5,,0,0,13.3,5,351.3,1007,62.3,24.1,796,2.9,8,10,Partially cloudy,partly-cloudy-day,
ho chi minh,2022-12-08T14:00:00,32.8,35.2,20.3,47.84,0,57.1,rain,0,0,13.3,4.7,344.1,1006,87.2,24.1,644,2.3,6,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-08T15:00:00,32.1,34.7,20.7,51.01,0,57.1,rain,0,0,6.8,5,152.7,1006,99.7,24.1,461,1.7,5,10,"Rain, Overcast",rain,
ho chi minh,2022-12-08T16:00:00,28.6,31.3,21.8,66.69,0.2,57.1,rain,0,0,15.5,11.9,168.4,1006,94.1,24.1,116,0.4,1,10,"Rain, Overcast",rain,
ho chi minh,2022-12-08T17:00:00,27.1,29.3,22.2,74.6,0.1,57.1,rain,0,0,15.1,9.4,185.2,1007,99.8,19.8,55,0.2,1,10,"Rain, Overcast",rain,
ho chi minh,2022-12-08T18:00:00,26.7,26.7,22.2,76.37,0.3,57.1,rain,0,0,15.8,9.4,189.3,1008,100,24.1,3,0,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-08T19:00:00,26.5,26.5,22.2,77.28,0,57.1,rain,0,0,18.4,9,167.8,1008,86.7,24.1,0,,0,10,"Rain, Partially cloudy",rain,
ho chi minh,2022-12-08T20:00:00,25.6,25.6,21.9,80.03,0,42.9,,0,0,21.2,8.3,143.3,1009,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T21:00:00,25.4,25.4,21.7,80,0,42.9,,0,0,13.7,6.5,132.2,1009,100,24.1,0,,0,3,Overcast,cloudy,
ho chi minh,2022-12-08T22:00:00,25.6,25.6,21.8,79.54,0,42.9,,0,0,6.5,3.6,111.3,1009,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-08T23:00:00,25.1,25.1,21.8,81.94,0,42.9,,0,0,4.7,3.6,108.4,1009,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-09T00:00:00,24.8,24.8,21.7,82.92,0,42.9,,0,0,11.2,6.5,72.3,1009,100,24.1,0,,0,3,Overcast,cloudy,
ho chi minh,2022-12-09T01:00:00,24.5,24.5,21.6,83.9,0,42.9,,0,0,16.2,7.9,48.1,1008,100,24.1,0,,0,3,Overcast,cloudy,
ho chi minh,2022-12-09T02:00:00,24.3,24.3,21.6,85.26,0,4.8,,0,0,16.6,7.8,34.5,1007.7,100,24.1,0,,0,3,Overcast,cloudy,
ho chi minh,2022-12-09T03:00:00,24.1,24.1,21.7,86.64,0,4.8,,0,0,16.9,7.7,21,1007.3,100,24.1,0,,0,3,Overcast,cloudy,
ho chi minh,2022-12-09T04:00:00,23.9,23.9,21.8,88.05,0,4.8,,0,0,17.3,7.6,7.4,1007,100,24.1,0,,0,3,Overcast,cloudy,
ho chi minh,2022-12-09T05:00:00,24,24,21.5,86.28,0,4.8,,0,0,14.5,7,118.7,1007.7,98.6,24.1,4.3,0,0,10,Overcast,cloudy,
ho chi minh,2022-12-09T06:00:00,24.1,24.1,21.3,84.55,0,4.8,,0,0,11.8,6.4,229.9,1008.3,97.2,24.1,8.7,0,0,10,Overcast,cloudy,
ho chi minh,2022-12-09T07:00:00,24.2,24.2,21.1,82.85,0,4.8,,0,0,9,5.8,341.2,1009,95.8,24.1,13,0,0,10,Overcast,cloudy,
ho chi minh,2022-12-09T08:00:00,26,26,21.2,74.89,0,19,,0,0,6.6,4.3,325.9,1009,96,24.1,159.3,0.5,2,10,Overcast,cloudy,
ho chi minh,2022-12-09T09:00:00,27.9,30.2,21.4,67.8,0,19,,0,0,4.2,2.9,310.6,1009,96.2,24.1,305.7,1.1,3,10,Overcast,cloudy,
ho chi minh,2022-12-09T10:00:00,29.8,32.6,21.6,61.47,0,19,,0,0,1.8,1.4,295.3,1009,96.4,24.1,452,1.6,5,10,Overcast,cloudy,
ho chi minh,2022-12-09T11:00:00,30.4,33.3,21.4,58.56,0,19,,0,0,4,2.9,299.2,1008.3,97.6,24.1,548.3,2,5,10,Overcast,cloudy,
ho chi minh,2022-12-09T12:00:00,31.1,34,21.2,55.8,0,19,,0,0,6.1,4.3,303.2,1007.7,98.8,24.1,644.7,2.3,6,10,Overcast,cloudy,
ho chi minh,2022-12-09T13:00:00,31.8,34.7,21.1,53.17,0.1,19,rain,0,0,8.3,5.8,307.1,1007,100,24.1,741,2.7,7,10,Overcast,cloudy,
ho chi minh,2022-12-09T14:00:00,31.3,34.3,21.3,55.39,0,47.6,rain,0,0,7.2,3.8,256,1006.7,100,24.1,576.3,2.1,6,10,"Rain, Overcast",rain,
ho chi minh,2022-12-09T15:00:00,30.8,33.9,21.5,57.7,0,47.6,rain,0,0,6.1,1.9,205,1006.3,100,24.1,411.7,1.5,4,10,"Rain, Overcast",rain,
ho chi minh,2022-12-09T16:00:00,30.4,33.5,21.8,60.12,0.2,47.6,rain,0,0,5,0,153.9,1006,100,24.1,247,0.9,2,10,"Rain, Overcast",rain,
ho chi minh,2022-12-09T17:00:00,28.8,31.8,22,66.61,0,47.6,rain,0,0,9.7,3.5,158.7,1006.7,100,24.1,179,0.7,2,10,"Rain, Overcast",rain,
ho chi minh,2022-12-09T18:00:00,27.3,29.7,22.2,73.88,0,47.6,rain,0,0,14.4,7,163.5,1007.3,100,24.1,111,0.4,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-09T19:00:00,25.8,25.8,22.5,82.03,0.3,47.6,rain,0,0,19.1,10.4,168.3,1008,100,24.1,43,0.2,0,10,"Rain, Overcast",rain,
ho chi minh,2022-12-09T20:00:00,25.6,25.6,22.4,82.51,0,33.3,,0,0,15.8,8.8,175.9,1008.3,100,24.1,28.7,0.1,0,10,Overcast,cloudy,
ho chi minh,2022-12-09T21:00:00,25.4,25.4,22.3,82.99,0,33.3,,0,0,12.6,7.1,183.5,1008.7,100,24.1,14.3,0.1,0,10,Overcast,cloudy,
ho chi minh,2022-12-09T22:00:00,25.3,25.3,22.3,83.48,0,33.3,,0,0,9.4,5.4,191.1,1009,100,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-09T23:00:00,25.1,25.1,22.2,84.31,0,33.3,,0,0,8.2,5,244.3,1009,98.9,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-10T00:00:00,24.9,24.9,22.2,85.15,0,33.3,,0,0,7,4.7,297.5,1009,97.9,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-10T01:00:00,24.7,24.7,22.2,86,0,33.3,,0,0,5.8,4.3,350.7,1009,96.8,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-10T02:00:00,24.3,24.3,21.8,85.62,0,4.8,,0,0,8.5,5.6,352.7,1008.7,94.9,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-10T03:00:00,24,24,21.4,85.23,0,4.8,,0,0,11.3,7,354.7,1008.3,93.1,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-10T04:00:00,23.7,23.7,21,84.85,0,4.8,,0,0,14,8.3,356.7,1008,91.2,24.1,0,,0,10,Overcast,cloudy,
ho chi minh,2022-12-10T05:00:00,23.8,23.8,20.7,82.8,0,4.8,,0,0,12.1,7.3,240.3,1008.3,78.2,24.1,6.3,0,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-10T06:00:00,23.9,23.9,20.4,80.79,0,4.8,,0,0,10.2,6.4,123.9,1008.7,65.3,24.1,12.7,0,0,10,Partially cloudy,partly-cloudy-night,
ho chi minh,2022-12-10T07:00:00,24,24,20.1,78.83,0,4.8,,0,0,8.3,5.4,7.5,1009,52.3,24.1,19,0.1,0,10,Partially cloudy,partly-cloudy-day,
